label,comment
0,whatsapp status ലെ പോലെ ആ triangal എഫക്ട് വന്നിലെങ്കിൽ ടീസർ ഒരു ഒരു വൃത്തി ഉണ്ടയെന്നെ...
0,soubin achanod vazhakakakunu...achanu sahayathinu robotine soubin set akunu...robotinte koode jeevikuna achan parishkari akunu...achanum makanum onnikunu...subham
0,shariya killi chundan thanne sreenivasan enthei hajiyar
0,mangeettu moongeetu povaan shenoyi vere janikanam
0,malayalam film industry il vere aarkku pattum iddehathe pole aakan. pakaram vekkan aarumillatha one and only lalettan
0,1 week kayinjal edenkilum channelil kanam
0,tovinooo tovinoo....... tovinooo tovinoooo masss..kkaa... valliyappaaa.....
0,കിടു കിടുവേ.... ഇനി വന്നങ്ങ് അടിച്ചു പൊളിച്ചാൽ മതി
0,lalettan massaaa verum mass alla kolamass lalettan ki jaiiii
0,പൊറിഞ്ചുവും മറിയവും ജോസും ജോഷി സാറിന്റെ ഒപ്പം കൂടി ഒരു തൃശൂർ പൂരമാണ് ഒരിക്കിയിരിക്കുന്നത് എന്നു ഇതു കണ്ടപ്പോൾ manasilayi
0,ithippo enthinulla purappadanavo randalum koodi suraj soubi
0,bhasi machan und..ath mathram mathi...padam .pwolikum
0,cinema kanditum idakku idakku keri trailer kanund
1,ജിമിട്ടൊളികൾ ഇപ്പോളെ unlike അടിച്ചു തുടങ്ങി അസുരൻ loading..
1,muriyandikal pannikuutatam pole thurimezhukuvansllooscenes are rememmbering pulimurugan
1,nth bhashayado ith vech ketti malabr bhasha samsarikkunnu. mohanlal malabarine kaliyakkunnu
0,50 pathu pravasham kandavar adi like
0,padam kandavarkku like aam mass ka baap
0,മിഥുൻ comedy ഇല്ലാതെ പടം
0,ithu......kaanumbol 2016-il irangiya...... shahrukh khan abhinayicha hindi movie faninte oru cheriya cut undo ennu oru samshayam......
0,late ayappo excitment koodyavar like adi
0,എന്റെ പൊന്നോ... വെറും mass അല്ല.... മരണ മാസ്സ്. a new face of face of indian cinema
0,eee filim pakuthiyum njangade avida shooting market polii poliii kottayam daaaa
0,nivin variety ആള് ആണ് nivin pauly ഉയിരാണ്
0,ithu poloru movie malayalathil kaanan orupaadu agrahichirunu pakshae aenokae different konduvanitundo apozhokae malayali thatimaatiyitundu ithu athu polaavathirikatae new gen moviekarum youthum kungfuyae ishtapeduna aelaavarum movie theatril thanae poyi kandaal mathiyayirunu all the best
0,കണ്ടു നോക്ക്.. ജാക്‌സ്പാരോ ആണ് വില്ലൻ എന്ന് ഉറപ്പായി
0,1:52 mass level fdfs urappichavar like adikku
0,suraj venjaramood big fan from tamilnadu... adi poli acting
0,katta waiting madura raja mammokka kidu mass
0,duper hit aavatte mammookka
0,undayude trailer june 20 shesham kanunnavrundo
0,kandatt iniyum inyum kaananm enne thonnunnavar undo ividea...
0,ആരോ ഒരാളല്ല.. എന്റെ ഏട്ടൻ... my big brother
0,നന്മ മരം ഇനിയില്ല .. ഫിറോസ് കുന്നംപറമ്പിൽ ചാരിറ്റി പ്രവർത്തനം അവസാനിപ്പിച്ചു . firos kunnumparambil
0,ഇതിനും കയറി dialiko എന്തുവാടെ.... നിന്റെ ഒക്കെ നിലവാരം..... ikka
0,ഈ നല്ല സിനിമ മലയാളത്തിനു സമ്മാനിച്ച പ്രിയ കലാകാരന്മാർക് എന്റെ ഹൃദയം നിറഞ്ഞ നന്ദി അറീക്കുന്നു
0,ee vishuvinu madhura rajayude oru madhura കണി.... by a lalettan fan
0,ഈ ഓണം ഇട്ടിമാണി എടുത്തു കഴിഞ്ഞു. ഇനി 6ആം തീയതി ഇട്ടിച്ചന്റെ വക പൂരം
0,varav kandit padam 8 nilayil pottunna thonnane
0,ഇത് കണ്ടാലേ അറിയാം സൂപ്പർ മൂവി ആണെന്ന്
0,trailer il thanne full story undallo! padam kidilan aakatte🤓
0,മമ്മൂക്ക യുടെ ഒരു 150+ movie കണ്ടിട്ടുണ്ടാകും ഒന്നിലും ഇങ്ങനെ ഒരു കൊലച്ചിരി കണ്ടിട്ടില്ല
0,lift il kudungi rakshapedunnath ano kadha yenn thoniyavar like adiche
0,evdeyoo slum dog millionaire movie saamyam like
0,lucifer ki jay lallettan polichu mass verum massala marana mass love you lallettaaaaa
0,pauly geetu mohandas 🤩 kidduu 🥰
0,ikkaude madhurarajakku vijay fans kanjirappally ude ella aashamsakalum
0,നമ്മുടെ മലയാളം സിനിമ മൊത്തം ഇപ്പോൾ വേറെ ലെവൽ ആയി.. ക്ലാസിനു ക്ലാസ്സ്‌.. മാസിനു മാസ്സ്. മരണമാസിനു മരണ മാസ്.. ഹോ കാണാൻ കൊതിയായിട്ട് പാടില്ല..
0,abrid shine ഇത് മലയാളത്തിൽ ഒരു milestone ആവട്ടെ.... ആശംസകൾ
0,ente ammoo.... aaa super man punch undallo ...ijjathi item.....
0,മാമാങ്കം എന്ന കേരളത്തിന്റെ ചരിത്രം
0,ഇതുവരെ 2.1 k പൂജപ്പുര മച്ചാൻസ് ടീസർ കണ്ടു .. enjoy..enjoy..
0,എന്ത് ട്രാക്ക് ആണല്ലേ? that's so real man...
0,super film adipoli njhan theatre povaan vaashi pidicha supermfilm ishtappettavarkk like
0,vineeth sreenivasan presents
0,raja 100cr adikkumenn urappullavar like adikk
0,ഇസത് അല്ല ലാലേട്ടാ izzath... അത് അറബി വേർഡ് ആണ്.. അത് പറയാനും കൊറച്ചു izzath venm
0,trailer കാണാൻ വേണ്ടി urakathe kathe ninvar ലൈക്‌ adi
1,ആരും കണ്ടേക്കരുതേ
0,ithanu.. makkale nammal kanan aagrahicha ettan
0,പച്ചയായ പടം ആയിരിക്കും മൂത്തോൻ
0,ചാക്കോച്ചൻ മിഥുൻമാനുൽ കൂട്ടുകെട്ട് ഇത് പൊളിക്കും
0,prithvi director.... lalettan nayakan... but trailer teaser nte athra vannilla... trailer kandappoo... murali gopi aannalloo kadha nu veendum ormipichuuu... pratheeksha poyi
0,lucifer 4 divasam kondu 50 kodi ayathu pole ....ithum 50 kodi avatte ennu njan prarthikkunnu...ennu lalettan fan
0,oru rakshayum illa. kidu padam thane. ethra kandittum mathiyakunnilla
0,srk ഇഹ് fan ഇഹ് സിനിമ ഇഹ് പോലുണ്ട് ഇഹ് ഇഹ്..
0,srk movie pole und...
0,എന്തു പേടിയാണ് മക്കളെ . ട്രെയിലർ വരുന്നതിന് മുമ്പ് തന്നെ ഡിസ്‌ലൈക്ക് അടിക്കാൻ
0,likeum illa...dislike um illa... lalettan ishtam mathram
0,11million aayo enn nokaan varunnavarundo ??
0,സുരാജേട്ടന് കോമഡി മാത്രമല്ല സീരിയസ് റോളുകളും വഴങ്ങുമെന്ന് പുള്ളി വീണ്ടും വീണ്ടും തെളിയിച്ചു കൊണ്ടിരിക്കുവാണല്ലോ
0,arokee ningaldee comentsnu etraa like kittenu nokkan vannu
0,srk ടെ fan മൂവി പോലെ ഉണ്ടല്ലോ
0,trailer kanditu hit aakumaenonum paeayunila pakshae suraajaetantae abhinayam kidukum
0,മഞ്ജു ചേച്ചിക്ക് പറ്റിയ bold role.. പണ്ട് കാണുന്ന പോലെ തന്നെ..fdfs കണ്ടിരിക്കും.. മഞ്ജു ചേച്ചി
0,against കമ്മീസ്
1,iyyalkke rest cheyyanulla time aayilla.. kanda oola padagalilellam abinayiche vila poi paavam..
0,you tube hang ayo ??? 34k views change avunnilalo 🤔🤔🤔
0,oru moideenum katinintavila odiyan vendi
0,ഇതെന്താ വല്ല 2003ൽ ഷൂട്ടിംഗ് കഴിഞ്ഞ പടം ആണോ... what an outdated making🤮
0,enna friendship day ku oru cake vangich kodk
0,ejjathi level sadhanam ishttappettavar like adik🥰
0,oru kidukaachi entertainer aakumennu vishwasam....lalettan polichu...
0,2/5/2019_ samayam : 7:24pm aarokke kaanunnu trailer..
0,bgm okke powli.... but poster kond undakiya oru roomajam teaserinu tharaan kazhinjilla..... endhokayo suspence und enn manasilayi......... waiting
0,ettante mattoru vismayamakum big brother ... laletta muthe......
0,enna lookanu ikka...... u r the best
0,fdfs locked ... ikka uyir ...
0,inganethe massinde koode aa mukhavum kanichal kidukkum
0,ikka നിങ്ങളെ പോലെ നിങ്ങൾ മാത്രേയുള്ളു. ആ ചിരി teaser - verithanam
0,raja odi vaykkan povunnathu akshay thomasineya
0,mammootty unni mukundan prachi tehlan siddique achuthan anusitara iniya kaniha tarun arora suresh krishna manikuttan sudev nair manikandan
0,നമ്മുടെ സ്വന്തം ട്രെയിലർ മെഗാ സ്റ്റാറിന് എത്ര ലൈക്ക്?
0,malayathil ethu vare kandathil vech ettavumm bramandaa trailer ikkaa hats off ...
0,ഷാൻഷൂ പൂച്ചയുടെ role ഇട്ടിമാണിയിൽ കാണാൻ waiting
0,vivek obreoi sound nalla paraichaya arudey sounda aryo arkengilum
0,wow ikkaa mass bgm pwoliii katta waitinggg
0,ട്രെൻഡിങ് no.1 ആയതിനു ശേഷ വീണ്ടും കാണാൻ വന്നവർ ഉണ്ടോ
0,ഇജ്ജാതി ലുക്ക്‌... സൗണ്ട് മോഡുലേഷൻ ഇക്ക ഫുൾ ഫോം
0,njammuke ikkade madhurarajayude trailarinaayi wait cheyyunnavar undenkil adicho ivide oru like
0,sambhavam kalaki secen ok mass anne
0,സത്യം പറയാലോ ഈ അടുത്തൊന്നും ഒരുത്തനും ഇമ്മാതിരി teaser ഇറക്കി രോമാഞ്ചം കൊള്ളിച്ചിട്ടില്ല....
0,nalla movie aanu ellarum kananam surajettam pwolichu. nalla oru massage thanna movie.
0,ethenna pottan kaliyo idhano big budget cenimede dialoge
0,enteh laletta eth trailer aanu uff
0,മവ്വനെ കൊല ഗാണ്ടിലെ ഇരുക്ക്‌.. ഹ ഹ കൊല്ലാമ വിടമാട്ടെ
0,ഇതിൽ mammootty രജനി ഫാൻ ആണെന്ന് തോന്നുന്നു
0,unniyude mamangam ennum paranju karanjondu nadannavarude annakkiladichu kodutha mammookka
0,joshi sirnte kayivonnu angana poi povoola mone
0,padam kanditte ite kanan vannavar like poduu.
0,entammooo onnum parayanilla level
0,trailer views kurava...ennalum trailor kandavar aarum thrilling akathirikkoola...
0,മലയാളത്തിൽ ഇനിയും ഇങ്ങനുള്ള ത്രില്ലെർ പടങൾ വരണം
0,trailer valare short aayipoyi enna abhiprayakkar ivde come onbtw kidu trailer
0,ഏദെങ്കിലും ഹോളിവുഡ് സിനിമ പോലെ സാമ്യം തോന്നിയോ ആർകെങ്കിലും??
0,അന്യായം പൊറിഞ്ചുവിനെയും മറിയത്തിനെയും പിന്നെ ജോസിനെയും കാണാൻ കട്ട വെയ്റ്റിങ്ങ്
0,adipoli mass superb kidu mammootty polich ____mass aayitund trailer pakka poli
0,ee cinimayil prithviraj mikkavarum guest roleil kaanum.
0,e onathin junior actor's onum vanit kariyam illa itu namude senior laleten thane kodu pokum. ol laleten fans ivde vanit like adich pwolichu poyikolu
0,madhura raja theme 8d bgm and share a katta mammuqa fann..
0,sambavam kidukki fight parappich parappich thelung kadakkuo🤔
0,നല്ല ഊള language ... ഇത് കിളിച്ചുണ്ടൻ മാമ്പഴം part 2 ആണോ? mass dialogue: ഉസ്മാനേ തീയും കൈയും പറപ്പിച്ച് കൊണ്ട് ഒരു കൂട്ടം വരണുണ്ട്
0,ഷമ്മി എന്ന സൈക്കോ മരം വീണു ഇനി ആര്?? രവി പത്മനാഭൻ
0,adichu makkale... 10m.. epozhm trailer kanunnavar undo??
0,ithu polulla padam ikkanekkonde abhinayichu kanikkan pattu
0,ella lalettan chunkum oru like adikoo ivide.....pinne ee chanelum onnu subscribe cheyoo
0,mass itom. mass dialogue. lalettan polikum
0,എന്റെ പൊന്നോ... വെറും mass അല്ല.... മരണ മാസ്സ്. a new face of face of indian cinema
0,മഞ്ജു ചേച്ചിയുടെ ശക്തമായ കഥാപാത്രം വീണ്ടും അവതരിക്കുന്നു
0,ഇത് പൊളിക്കും മച്ചന്മാരെ.. വേറെ ഒരു കിടില്ലം ഐറ്റം കാണാം:
0,mass marana mass like thalaivar rajini fan
0,മലയാളത്തിൽ ഒരുപിടി നല്ല സിനിമ തന്നിട്ടുള director abrid shine
0,1:34 side ill nikkunnath prithviraj alle
0,jayasurya entry ulla bgm arjun reddy pole arkenkilum thonniyoo
0,മലയാളത്തിൽ ഇങ്ങനെ ഒരു movie ചെയ്യുക എന്ന risk എടുത്ത എബ്രിഡ് അണ്ണന് എന്റെ like
0,ആ അടിപൊളി english ആണല്ലോ.. എന്നാ ഒരു ചായകുടിച്ചോ.. എന്ന ഡയലോഗ് ഒഴിവാക്കീരുന്നേൽ കിടു എഡിറ്റിംഗ് ആകുമായിരുന്നു.. ഇടക്കുള്ള ഡയലോഗ് തുടക്കത്തിലേ ആ ഫ്ലോ അങ്ങ് പോയി
0,ഷറഫുദ്ധീൻ ആണെന്ന് തോന്നുന്നു ഈ സീരിയൽ കില്ലർ
0,ഇയാളുടെ ലുക്ക്‌ മാത്രം കാണാൻ വേണ്ടി പടത്തിന് പോകാൻ ക്ഷണിക്കുന്ന പോലെയാ ഓരോ ടീസറും പിന്നെ അതിന്റെ വാര്ത്തകളും..... നല്ല പടം എന്ന നിലക്ക് ഒരു പടവും പ്രൊമോട്ട് ചെയ്യാൻ ഇല്ലേ ഇയാൾക്ക്..... കഷ്ടം തന്നെ
0,ore oru rajavu lalettan 🥰 10 million views aakum
0,vaada scene 1:51 veendum kaanaan vendi maathram vannavar oru like adiche
0,eante ponnu ikka mass love mammookka
0,ഇതൊരുമാതിരി കന്നഡ തെലുങ്ക് തമിഴ്നാട് എന്നിവിടങ്ങളിൽ ഉപയോഗിച്ച് പഴകിയ സാധനങ്ങൾ പുതിയ പാക്കിംഗ് ആക്കി കൊണ്ട് വന്നത് പോലുണ്ട് എന്തിനാണ് സിദ്ദിഖേ നിലത്തു നിന്ന് നല്ല ഒന്നാം തരമായിട്ട് ഫൈറ്റ് ചെയ്യാൻ അറിയാവുന്ന മോഹൻലാലിനെ ഇങ്ങനെ കെട്ടിതൂക്കണമാരുന്നോ
0,ലാലേട്ടനെ മാർഗം കളി പഠിപ്പിച്ചത് നമ്മുടെ സ്വാസിക ചേച്ചി ആണ്...
0,ഇരുട്ടിന്റെ ആയുസ് സൂര്യൻ ഉദിക്കുന്നത് വരെ യൊള്ളു ലാലേ കുഞ്ഞാലി മരക്കാർ മമ്മുക്കാനേ കണ്ടു പടിക് coming soon
0,police ayittu ulla pennumpilla eatha oru police lookum ella ayalkuttathila chechiyapola undu
0,boss mass മോഹൻലാൽ ന്റെ അച്ഛൻ അല്ല മാമൂട്ടി ടെ അച്ഛൻ
0,madhuraraja teaser ethaanenkil trailer enthaayirikkum april kazhinjaal theater ok kaanumo aavo
0,ജോഷിഈഈഈഈഈഈ ഓഓ ഊഊഓ നിങ്ങൾ ഇത് കാണുക... ഈ ഭൂഗോളത്തിൽ why this man is called a genius
0,ജോഷി സാറിന്റെ പടം മലയാളിയക്ക് കാണാതിരിക്കാൻ കഴിയുമോ പൊളിയിക്കും
0,കുറച്ചു സമയം കൊണ്ട് shylock ഇനെ മുക്കി bigbrother 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
0,trailer pora appo padam urappanu flop akkum
0,3.06.-315 ettante step ethra vattam reply cheythu kandunnariyilla
0,njan mammootty fana but lalettan e onam thootuvarum polikkum
0,madhurarajakku madhuram theereyundakilla bhayankara kaypayirikkum njan panthayam vekkam
0,vijayude padathinde trailerinu okke kodukkunna support nammude malayalam movie kkum koduthoode
0,lalettan ishtam ഇത് 6 million cross cheyyum ennu urappullavarkk like adikkam
0,നല്ല ഊള ടീസർ.. പടം ഇങ്ങനെ ആവാതിരുന്നാൽ ഭാഗ്യ
0,nayika liftil kudungunnu... ellaarum oodi nadannu anveshikunnu....
0,trailer atra pora . movie nannayirikumenu pratheekshikunu
0,ഇൗ പ്രായത്തിലും എന്നാ ഒരു ലുക്കാണ് .മമ്മൂക്ക🤩
0,eattante pooram kazhinjaal...ikkayude kodiyett... lalettanum mammookkaykkum pakaram vekkaaan aaarumillaaaa....
0,ikka vannu makkale . iniyanu kaliyude idiyude vedi pooram
0,എന്റെ പൊന്നു പാപ്പാൻ ചേട്ടാ ഒന്നു വേഗത്തിൽ വിട്യോ....ഈ ഓണത്തിന് എറക്കാനുള്ളേണ്.... <3 <3 :*
0,trailor ഇറങ്ങിയപ്പോൾ ആണ് എന്താണ് movie എന്നത് എന്ന് കൃത്യം ആയി idea കിട്ടിയത്
0,ബിഗ്ബ്രദ൪... ഒരു ഫ്ലാഷ് ബാക്ക് സ്റ്റോറി ആവാ൯ ചാ൯സു കൂടുതലാണ്.. കമാ൯ഡോ ഒാഫീസറായ ലാലേട്ട൯റ കഴിഞകാല൦ മാസ്സ് സ്റ്റോറി ലവലിൽ പറയുന്നതാവു൦ എന്ന് എനിക്ക് തോന്നുന്നു .... എന്തായാലു൦ സിനിമ തീ൪ച്ചയായു൦ ശ്രദ്ധിക്കപെടു൦..
0,poli poli poli poli poli poli poli poli poli 🥰
0,0.05 യ്യോ...ലാ ചെക്കന്റെ ശബ്ദം കരിക്കിലെ ശംഭുന്റെത് പോലെ.
1,eda rithwik nine njan theriparjilaloo ennitt ninte samkkaram kanichuvale f fff .valarthu dhosham nint ppp
0,gym bossin vidaa... ittymaaniydde margam kali ini troll lokam bharikkum
0,മമ്മൂട്ടി ആരാധകരെയും സിനിമാപ്രേമികളേയും ഒരു പോലെ ആവേശത്തിലാക്കിയ മാമാങ്ക ചരിത്രത്തിലെ ഏറ്റവും മനോഹരമായ ഗാനം
0,മുംബൈ ഫിലിം ഫെസ്റ്റിവലിൽ (മാമി) പ്രദർശിപ്പിച്ച ഗീതു മോഹൻദാസ് - നിവിൻ പോളി ചിത്രം മൂത്തോന്റെ റിവ്യൂ.
0,ഞാൻ എനിക്ക് തോന്നിയ കാര്യം പറഞ്ഞോട്ടെ.. കൊല്ലരുത്. ഞാൻ ഒരു കട്ട നിവിൻ ഫാൻ ആണ്..from his very first movie. മൂത്തോൻ വരാൻ കാത്തു കാത്ത് ഇരിക്കുവരുന്നു.... പക്ഷെ trailer എന്നെ നിരാശപ്പെടുത്തി. നിവിൻ ൽ നിന്ന് പുതിയത് ആയും വ്യത്യസ്തം ആയും യാതൊരു അനുഭവവും എനിക് തോന്നിയില്ല.. മിഖായേൽ ന്റെയും കൊച്ചുണ്ണി ടെയും ഒക്കെ ഒരു ആവർത്തനം മാത്രം.. തുടർച്ച ആയുള്ള ഒരേ രീതി അഭിനയത്തിൽ നിന്നും ഗീതു മോഹൻദാസ് ന് എങ്കിലും നിവിനെ പുറത്തു കൊണ്ടു വരാൻ കഴിയും എന്ന ശുഭ പ്രതീക്ഷയിൽ ആയിരുന്നു.എല്ലാം തകർന്ന പോലെ... ഞാൻ കാത്തിരുന്നത് മൂത്തോനേ ആയിരുന്നു....നിവിനെ ആയിരുന്നില്ല.. so much disappointed.
0,50 mins 159k views.. power of laletan
0,madhuraraja trailer kandathinu shesham ivide vannavar like adi
0,എന്തായാലും ഇങ്ങനുള്ള പ്രേമം പിടിച്ച പടങ്ങൾ അച്ചന്മാർക്കു സഹായം ആണ്
0,enik thonnunu idh telugu padam pole ayirkum enn......
0,8 million avvum ennu orappullavar like addichha
0,ith rajuvattante sambil lusipur adaar aitam varunnu meaga star mammukkayan makkale
0,ഇത് നമ്മുടെ കോട്ടയം ആണല്ലോ. സത്യം പറഞ്ഞാൽ വടക്കുള്ള ചില സുഹൃത്തുക്കൾ ഈയടുത്തു ചോദിച്ചു കോട്ടയം എന്ന് പറഞ്ഞാൽ പാലാ അല്ലെ എന്ന്.മലയാള സിനിമ നൽകിയ മറ്റൊരു തെറ്റായ അറിവാണ് ഇത്. അവർ പലരും കോട്ടയം town എന്നൊരു സംഭവം കേട്ടിട്ടേ ഇല്ല. സത്യത്തിൽ കോട്ടയത്ത്‌ നിന്നു പാലയ്ക്ക് ഏകദേശം 30 കിലോമീറ്ററിനടുത്തു ദൂരം ഉണ്ട്.
0,raju ettanu inside dressil kaanan oru bangi illannu eniku mathramano thonniye
0,മമ്മൂക്ക fans എന്നെ ഒന്ന് subscribe ചെയ്യോ plzzz
0,mammookka & ajai vasudev!!! marana mass combination!!! ഈ കോംബോ ഇഷ്ടമുള്ളവ൪ ഒരു ലൈക്ക് തന്നിട്ട് പോയാൽമതി
0,പട തലവൻ വരവ് അറിയിച്ചു.... ഇനി അസുരന്റെ വരവ് 🤩🤩
0,paatu kandappo inganonnum aayirunallallo parannjathu
0,ahaa jayettoo ijjathi mass look.. fdfs urapp
0,illuminati kurichu arinjitt trailer kanan vannavar .. ingot comon
0,മഞ്ജുച്ചേച്ചി കട്ട ഫാൻസ്‌ ഇവിടെ കമ്മോൺ
0,മാരകം ട്രെയ്‌ലർ പൊളിച്ചു ഇനി റിലീസ് ഡേ തകർക്കാം
0,idu entina trailer il padam motham kanikune?
0,മരണ മാസ്സ് മമ്മൂക്ക പ്രതീക്ഷിച്ചതിലും അപ്പുറം വേറെ level
0,classinu class maassinu mass ijjaathi item raaju ettan & mammookka
0,ആരോ ഒരാൾ അല്ല എൻ്റെ ഏട്ടൻ െെമ ബിഗ് ബ്രദർ
0,big b annum innum ini ennum mammookka thenne aan
0,thokk
0,njn oru katta lalettan fan anu pakshe ithoru oru onanora item thaneyaa 🥰🥰katta waiting
0,ithu rajayude 3 strong alla ettande lucifer
0,ithinthe like kurayunnund kurachu mumb 184k undaayirunu ippol 117k ullu enthaa sambavam
0,ee cinimayil prithviraj mikkavarum guest roleil kaanum.
0,bgm ejjathi...romancham...athine pati adhikam paranju kandilla
0,10m adikkum ennullavar aadhyam like onn adiche
0,padam kand kilipoyitt ivede vannavar undo... what a movie....
0,mavane kola kattile irukke ha.. ha... kollamma vidamatten. ikka heavy item polichu
0,1:07 -il nammade arjun reddy sradhichathu njan maathramaano🤔🤔 btw mothathode adipoli aarunnu🤩🤩
0,കിടുവേ ഒരിടവേളക്ക് ശേഷം ഒരു കിടിലൻ ത്രില്ലെർ മോളിവുഡിൽ ഒരുങ്ങുന്നു
0,ഇജ്ജാതി bgm. vere level. pwlichuu. thakarthy. mammookkka.
0,ittimani kanaan arokke plan ittu.katta waiting
0,ട്രൈലെർ കണ്ടപ്പോൾ തന്നെ സിനിമയുടെ കഥ ഏകദേശം മനസിലായി... but..... writer sachy സർ ആണ്... ഉറപ്പായിട്ടും ഒരു കിടിലൻ twist ഉണ്ടാക്കും
0,12:00 pidich ninn eni sugayitt kidann uranga eni release n vendi iam waiting
0,vyshak sir trailer search cheythitt kittunilla innala kittiyirinu
0,kammara sambhavam madhuraraja trailer undakkiyaa aalanalle trailer undakiyathu cinema idi akathirunnal mathi vargam poloru padam ayalum mathi
0,etu lucifere polichu adukum...... raja return daa.....
0,asianet il innu porinju kanan irunnatha. odukatha oru idi vettu...tv off cheyendi vannu
0,namma chellanam panchayat anu neubour panchayat kumbalangy
0,verum gust roll nu ejjathi waiting
0,പൂക്കളം effect മാറി ഇപ്പോൾ ത്രികോണം effect ആണ് ട്രെന്റ്
0,അടിപൊളി.... ikka fan aaya enik polum romanjam
0,എബ്രിഡ്ന്റെ different ആയിട്ടുള്ള presentation ഒരുപാട് ഇഷ്ട്ടമാണ്. പടത്തിനു വേണ്ടി കട്ട വെയ്റ്റിംഗ്
0,t series nte subscribers 6 m 7 million akkan ikka fansne kond kazhinju
0,appo lucifer theernnu.lalettaa varunnathu raajayaanu mega star mammoottyude madhuraraaja
0,shylok കുറച്ച് മാറി നിക്ക്...
0,താന്തോന്നിക്ക് ശേഷം വീണ്ടും പ്രിത്വിരാജ് and സുരാജേട്ടൻ കോംബോ. katta waiting..... fdfs locked.
0,poyi paranjekku baapa vannitundennu.... dubailnu... king derick is on hunt....
0,prakash raj ullatu kondu chelappo hit aavum
0,bro tamil nadu la e padam release avo
0,japan ne kali aakan maathram nammal aayitilla suraj ettaa :/
0,ഒരു പ്രതീക്ഷയും ഇല്ല but postive ആണെങ്കിൽ box ofice പിന്നെ നീ തീര്ന്നാടാ
0,പുറന്നാൾ ഗിഫ്റ്റോക്കെ ഇപ്പൊ ഇങ്ങോട്ട് തരാൻ തുടങ്ങിയോ
0,ee onam ini arum nokkandaa ettan parayan paranju
0,ee christmas driving license kond povum
0,തിയേറ്റർ വിജയം എങ്ങനെയാണെന്ന് അറിയില്ല. കാരണം നല്ല സിനിമകൾ തിയേറ്ററിൽ പരാജയപ്പെടുത്തി പിന്നീട് ഫോണിൽ കണ്ട് ക്ലാസിക് സിനിമ അളിയാ എന്ന് പറയുന്ന മലയാളികളാണ് ഇന്ന് കൂടുതൽ.all the best moothon.hope it would run successfuly in theatres.nivin's career changing movie it seems.nivin is about to set the bar high.let the compatition begin.
0,എന്റെ പൊന്നോ പക്കാ ഡയറക്ഷൻ നിവിനിൽനിന്നും ഇത്രയും പ്രദിക്ഷിച്ചില്ല
