label,comment
1,சூப்பரா இருக்கு சில பேருக்கு கனவுல கூட இந்த மாதிரி நடக்காது சில பேருக்கு வயிற்றில் எரிச்சல் ஏற்படும்
0,வீர செங்குந்த முதலியார் சார்பாக இப்படம் வெற்றியடைய வாழ்த்துகள் !!!
0,mokka trailer thala ana padam super a irukum
0,laletta surya.... annabig fan from kerala
1,அடங்க மறு nu எங்க அண்ணன் அப்பவே சொல்லுகிறார் போல... ம்மாள டேய்.
1,ஒரு தவறு செய்தால் அதை தெரிந்து செய்தால் அவன் தேவன் என்றாலும் விடமாட்டேன் :)-)
0,இப்படம் எப்போது வந்தாலும் எங்க ஊரை சேர்ந்த 25-30 பேர் கண்டிப்பாக திரையரங்கு சென்று பாபோம் இது போன்று படங்களை வணிக ரீதியாக வெற்றி செய்ய வேண்டும் ...திரையரங்குகள் சென்று படம் பார்க் பொருவங்க like panunga
0,intha comboku wait pannavunga like pannunga
0,vera level thala thala fans hit like here
0,song umailaye nallarku lyrics ku ethamari yuvan tune pannirkaru ithu oru emotional song.
0,jayam ravi .. school drees la 🤭🤭 solla onnum illa
1,ennada pittalatama irruku views 51k but likes 99k va
0,ஒரே வகையான காதலை சொல்லி மக்களை சாகடிக்காமல் அனைத்து வயது காதலையும் ஒரே படத்தில் கூறுவது மிகச்சிறப்பு வருட இறுதியில் அமைதியை கொடுக்கும் படம்
0,not gd... someone else better to act
0,vera level la padam irukum nu solravanga like podunga!!!
0,படம் வெற்றிகரமாக மக்களின் கைக்கு எடுத்து செல்லும்
0,ethana vaati pathalum fitst vaati pakura feel varuthu ..caz one name thala....
0,விழுப்புரம் மாவட்டம் பெண்ணைவலம் கிராமம் வன்னியர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்...
0,wow wow wow party time semaaa
0,for a r rahman hit like
0,இயக்குனர் மோகன் தம்பியின் துணிச்சலை பாராட்டுவதோடு இந்தப்படம் வெற்றி பெற இதயம் கனிந்த வாழ்த்துக்கள்!!அன்புடன் ஞானசேகர் நாடார்
0,as a neutral fan.. petta trailer rocks
0,வேற லெவல் அண்ணல் அம்பேத்கர் சொன்ன உடனே என்னோட உடம்பு புள்ளுஅரிச்சிருச்சு
0,fun jolly ride.. sema sema sema
1,yow teejay ne inga ennaya pannura idhu rattha boomi aachea
0,யாரும் ஜாதி பெயரை கூற வேண்டாம்.. *இங்கு ஜாதி இல்லா உலகை நாமவது ஆரம்பிக்க முயற்சி செய்வோம் *ஜாதி என்பது சென்ற தலைமுறையுடன் கடந்து சென்றதாக இருக்கட்டும்.. இந்த படம் வெற்றி பெற வாழ்த்துக்கள்..
0,song my fev song. my like
0,*tha vera level verithanama irukku
0,thala ya paaka innum 1 maasam wait pannanume adhu varaikum indha trailer repeat mode dhan
0,கடைசியா எங்க வீட்டு பெண் சிங்கம் வருது...
1,matha padatha lam padama parunga nu sonnavanga idhayum padama parunga pa
1,anyone here after bigil's waste trailer??? bigil-dislike kaithi-like
0,1:23 ku yaarellam gubeer nu sirichinga
0,podu naakehh🤣vikram speak malay.. mass
0,can not wait for thala movie ................v love thalaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
0,andrum indrum endrum thalaaa mass daaaa.....
1,total ah 4.9 k rajini fans dislike panirukanga
1,pengal meedhu kai vaithal thalaiyai vettuvadhil thavaru illai
0,suriya anna acting veraa level movie
1,thrutu pasaga yada tamil cenema manatha vagurega. logo copy krish movie pa
1,ithukku peru nerkonda paarvaiya dei dei kollatheengada pink copy nu vaingada crt ah irukkum 🤣🤣🤣
0,yov padam vera lvl la hit aaga poguthu
1,super star'a ithuku mela kalaika varthaiye illa.
0,vera level surya anna pakka mass .....
0,எம்ஜிஆர் பெயர் batch la iruku yarellam pathinga
1,super ji setthan da ranjith naai
0,thala enala mudila thala va ne va
0,original - pink remake - nerkonda paarvai but ajith kumar acting is killer
0,thala indha look la semaya irukkaru 🤩🤩🤩
0,thalivara kalaaikiradukku thani dhaeriyam venum... yemanda kodigalil oruvan.. 90s kids
0,thalaivaaaaaaaaaaaaaaaaaaaa............................1000 times better than buy ravaa
0,மாவீரன் மாவட்டத்திலிருந்து படம் வெற்றி அடைய வாழ்த்துக்களைத் தெரிவித்துக் கொள்கிறேன்
0,ipa ethukku ellarum sathi vachu wish panringa.usurukku poradurappa inthe jathi onnathukkum uthavathu.namma ellarum manusangala irupom
1,intha padamathu oduma paavam ya sivakarthikeyan
0,மகாபாரததிற்கு பிறகு கம்பீரமாக திரௌபதியை காண அசைகொண்டோம் வாழ்த்துகள் வாழ்க வளமுடன்
0,ithu namba irumbu kotai morattu singam la
0,therikka vittriga.padam pala sathanai padaikkum.padam super duper hit.
1,dislike panna rajini fans irukkingala? irundha indha comment ahyum dislike pannunga unmai kasakkathan seiyyum
0,super sema comedy erukum pola iam waiting
0,veeram 2 nu soldravanga like pannunga
0,aaga mothham another kabaali movie kannuku therithu
1,ivan tholla vera thaangala da yeppa
1,#் 100 நாள் ஓடனும்...திருமாவளவன் மாதிரி கீழ்தரமானவன கொடூரமா கொல்லனும்....
0,who feeled viswasam bgm...in between ...??
1,i'm not a hater but vivegam romba mokka padam da
0,if in malayalam version '' ippo enna panna porom??? lesham kanji edukatte....
0,thala na tamil naduku. yaaru addichi sollu thala ajith nu peru 🤩
0,2வருஷமா டிரெய்லர் மட்டும் தான் பாத்துட்டு இருக்கே
1,sahoo tamil teaser 12 million view nkp just 8
0,semmma50 tyms mela paththavunga mattu like panunga.
0,petta parak like enathu petaiku like pods matingala
1,thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaa mavane kollama vida maaten
0,நான் யாதவன் எனது சமுதாயத்து சர்பக இப படம் வெற்றி பெற வாழ்த்துக்கள்
0,is it look like ponniyin selvan story?
0,hip hop aadhi இன்று முதல் hip hop arthur என்றும் joaquin aadhi என்றும் அன்போடு அழைக்கப் படுவார்
0,இதநால் தாண் நம் முன்ணேற்கள் அவர்களை உரிண் வெளியே குடி வைதணர்.....
0,trailar vera leval ajit sir enda padathula naducha ellarukum nanri and siva sir
0,unnanoda rasiganu nenja nimuthi solluven en kanne kalanguthu
0,super trailer vazhthukkal surya fans thalapathy fans saarbaga
0,hi very. super. trailer move
0,pa.ra director engapa .ithu oru kuripita samukathin thaakuthal athana sola pora.naadaga kaathal group
0,indha pongal namaku semma collection ma
0,திருக்கடையூர் வாழ் வன்னியர் மக்கள் சார்பாக ிரெளபதி படம் பிரம்மாண்ட வெற்றி அடைய வாழ்த்துக்கள்
0,கெத்து படம் தலைவா... அதகளம் பண்ணிட்டீங்க... மதுரை தேவர்கள் சார்பாக வாழ்த்துக்கள்...
0,ultimate fighting teaser ah irkku sema good iam surya anna fans
0,trailer mass iruku apa padam epadi iruku i am waiting for comali
0,dhanush is an acting asuran. verithanama iruku vetrimaranin padaipu.
0,semma thaaru maara irukku. movie semma hitu
0,மதுரை நாயக்கர் சமுதாயம் சார்பாக இந்த படம் வெற்றிபேற வாழ்த்துக்கள்
0,சாதி பெயரை சொல்லி கீழ்த்தர அரசியல் கட்டப்பஞ்சாயத்து செய்து பிழைக்கும் இழி பிறவிகளுக்கு இப்படம் ஒரு பாடமாக அமையட்டும்.
0,ayyan 2 fans likes here u
0,dislike பண்றது யாரா இருக்கும் கமெண்ட் பண்ணுங்க...
0,all best to 2.0 from kannadigas....super star rajani sir
0,surya sir ur just awesome
1,thala yoda kusu va kudinga daa...avan vaithayalaya nakkunga daa chunni chappigala!
1,trailer la evalo narration almost story reveal panni padathuku kupudura maari mani sir aala mattum dhan mudiyum
0,ethana per 24th anaiki marana waiting
0,remake of hindi movie pink.good one.
0,surya sir singam look like original lion
0,thalaiva ................vera level verithanam. ... engalukku ithanaal kathuthirunthathukku kedacha pokkisam......!!!!!!!!!yuvimusic pichutaya nee
0,aiyyo thala you will see my rage
0,761 k likes reached aairuku ‍‍‍‍‍
0,apdiyellam nadakadhu nadakavum koodadhu indha scene ku theatrela
0,gvp bgm la pinnita yaaa
0,trending no.1 in andhra and telangana
1,nice teaser ... keep it up .... but anjaan movie mathiri paniraathinga....
0,u1& selvaragavan vera level compo.....
0,jayam ravi fan from andhra pradesh
1,ommala oru pundaium puriyala enna sunny ithu
0,செம... செம... i support... support pandravanga hit like
0,super thetetar la pakka mass ah irukkum
0,புதிய முயற்சிக்கு வரவேற்க்கிறோம் அது கொஞ்சம் புரியுர மாதிரியும் இருந்தா நல்லாருக்கும்...
0,class + mass + thala + yuvan
0,vera level da yeppa.. marana waiting..
0,thalaaaaaa i love you sk sivakarthikeyan anna fans
0,iam vijay fan..but surya anna always mass
1,gommala amma va yenda kevala paduthureenga moodittu look change up pannunga da
0,looks like good movie for diwali
1,enna da meme poda conceft ethume illa....worst da....
0,திரும்ப திரும்ப பார்க்கத்தூண்டும் டிரைலர் எப்போ ரிலீஸ் வெய்ட்டிங்...
0,இந்த படமும் ஜெயம் ஆக வாழ்த்துக்கள் ரவி
0,90s kids nanga padam eppada release.....
0,vijay sethupathi anna semma mass unga voiceku na adimy bro melum ungaludaya movie vettriyadiya valthukkal
0,thala yoda look sema mass nu soldravanga oru like pannunga
0,maranam maranam maranam last bgm therikkudhu gv bro vera level
0,friend du na facebook la like koodukura friend nu nenachiya da....lifaye kudukanum da
0,ending la yuvan anna vachi senjitaru
0,இப்படத்தில் விழுப்புரத்தை பிரபலமாக காட்டிய படக்குழுவினர் அனைவருக்கும் நன்றியை தெரிவித்துக்கொள்கிறேன் இவன் செ.ராஜசேகர் விழுப்புரம் பாஜக நகர இளைஞரணி
0,well boys 1 crore views in 7 days and likes more break baahubali 2 give up
0,சேலம் மாவட்டம் சார்பாக படம் வெற்றிபெற வாழ்த்துகள்
1,enada kathai ithu..ponungala aemathravanu padam edtha super. ithula enga jaathi varthu
0,serappu na tharamana sampavatha innimelathana pakkapora!.
1,dislike pannavan ella vettu pombalayanga pavam etha mathiri porikki kuda vechi irukkurathukku
0,இந்த காணொளி பதிவை அனைத்து சமுக மக்களும் பாராட்டுவதை நான். பார்த்தேன். ஆனால்..........?
0,vikaram sir+ bgm pullu arikkithu.marana mass waiting
0,apdi ellam nadakkakudathu say ia thala its right.............
0,a one day will be hollywood defeated by bollywood
0,yogi babu hair cut climax scene la
0,trailerkum 500 k likes varum nu solravanga mattum like a podu ....
1,ajith fans ninga patthu dha engaluku views varanum nu illa
0,சூர்யாவின் வித்தியாசமான தோற்றம். யுவனின் மிரட்டலான bgm's..கண்டிப்பா படத்த பார்த்தே ஆகனும்..
0,yuvan thalaivana yar yar miss pandringa
0,one more 300c film to tamilcinema
0,thale movie naa cumma vaa
0,trailer romba superaaayirikk super rajani sir
0,udhavingiradhu mudhuhuku pinnaadi irukura machcham maathiri athu kannuku theriyaadhu semma
1,ஜெயம் ரவி மாதிாி வ௫வனு பாத்தா நிழல்கள் ரவி மாதிாி வர entertainment guarantee
0,நடிகர் ரகுவரன் ரசிகர் மன்றம் சார்பாக... காப்பான் வெற்றி பெற வாழ்த்துக்கள்
0,meesaya murukku marrilam padam varumaaa?? hip hop situational script edukka maattraru?..doubtyy
0,indha padam hit aavunum na adhu makkal selvan mattu thaan
0,chiyan vikram sema style waiting for kadaram kondan
1,pongal annaiku madurai pathitu eriya poguthu
1,dei ilayaraja....ippo engada pochu...unnoda aanmai.... bheethoven music thirudi podra...naadhaari payale
0,கமாண்ட எல்லாம் படிக்க படிக்க வேற லெவால இருக்கு மேகன் அண்ணா . படம் மாபெரும் வெற்றியடைய வாழ்த்துகள். இவன் :- மயிலாடுதுறை வன்னியர் சங்கம் &பாட்டாளி மக்கள் கட்சி & சமூகநீதி முன்னேற்ற சங்கம் .
0,night kulla 10 million views 800k likes thandumnu solravanga like podunga
1,ulagathulaye romba kevalamana fans na athu intha vj fans than...ithulam yevlo periya asingam theriyuma
0,super thalaiva surya surya surya surya
0,intha padam kandippa crime story aatha irukkum
1,hahaha sema comedy ah iruku.. aji singing sng
0,more than 20 times paathavanga mattum like pannunga..
1,pink remake .. worst dialogue ever
1,dei koshwik avan enna periya ivana . aama naan avanathan vedaicha unakku ennada kobam puthukkuttu varuthu
0,edai ennum koncha naalil bigil beat pannirum
0,திருநெல்வேலி தென்காசி முக்குலத்து சொந்தங்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
0,supera iruku nala social message padam vetrie para vazlathukal
0,super i am waiting sangathamilan movie
0,பொள்ளாச்சி ரேப் கும்பல பற்றி எதாவது வசனம் இருக்கா..?? உண்மையா லவ் பண்றேனு சொல்லி ரேப் பண்றத வீடியோ எடுத்த பயலுக அவனுங்க தான் ஏன் அத பற்றி பேசல..??
0,அனைத்து தரப்பினர் ஆதரவு தரும் போது ஒரு கூட்டம் மட்டும் கதறிகொண்டே இருக்கிறது.....!! அப்படி தான்டா கதறவிடுவோம்....!! வாழ்த்துகள் மோகன் அண்ணா...!!
0,always sk anna nale massuu kuda arjun sir vera aprm padam hit on hitu
0,vellalar samudhayam saarbaga vazhthukkal pøîgãî. c. manivannan mavatta councilor nagapattinam
0,மிஷ்கினுக்கும் உதய்க்கும் இது மைல் கல்லாக அமைய வாழ்த்துகள்
0,harishjayaraj music semma. i like it. surya is back!!!
0,like only vetri maaran... waiting
0,sirapaana tharamana sambavam inime thaan irukku
0,கண்டிப்பா வெற்றி பெரும் இது எங்கள் படம்
0,ner konda parvai release ku waiting
0,asusual tata sumo and running camera
1,thalaivaaa... ennaa thalaivaaaa graphics idhuuu.....really dissapointed
1,elam ok but super hero ku voice matum chinna kolantha mari ituku
0,thaaru maaru chiyaan anna sema stylish
0,மதுரை மாவட்ட செட்டியார் சமுகம் சார்பாக வாழ்த்துக்கள்
0,thala semma mass ah irukiye thala
1,பேர்தான் காப்பான் ஆனா படம் புல்லா பாம் வச்சு அழிப்பான்..அங்கிட்டு போய் தண்ணிதுப்பாக்கி சுட்டு விளாடுங்கடா
0,rajini dialogue semma kalaai sirippu
0,அவன் வீட்டு பொண்ண விட அடுத்த வீட்டுப் பொண்ணுங்க மேல அப்புடி என்னடா உங்களுக்கு ஆசை....... அனைத்து செட்டியார் இன மக்கள் சாரபாக படம் வெற்றி பெற வாழ்த்துக்கள்......
0,namma thalapathy sonaru : cupuu mukkiyam kathiruu
0,for haters அசுரன் பரியேறும்பெருமாள் மெட்ராஸ் அட்டகத்தி காலா இந்த படம் எடுக்கும் போது எங்க போயிருந்தீங்க.....
1,20k dislikes are anil kunjis tvdyaas....
0,next mile stone 10m views and 250k likes we are waiting!!!!!!!
0,surya anna masss i love you
0,ethientry semmaya irukum pola semma smile
0,very very super trailer bayangarama eruku appo movie sollava veannum
1,oo thookudurai ipo lawyer ra seri seri... director siva illa apo padam nalla dha irukum.. trruku thakida trruku thakida...
0,அங்க இருந்து ஆதரவு.... இங்க இருந்து ஆதரவு.... இப்படி மொத்த பயலும் சேர்ந்து ஒருத்தன எதிர்த்தா.. அவன் எவ்ளோ கெத்து.....?????
0,0.48 0.49 thalaiva unakku vayasu 53 yaaa🤪
0,மதுரை நண்பன் துரைப்பாண்டி சேர்வை... இப்ப தான் போன் பண்ணான் ட்ரைலர் சிறப்பான சம்பவம்...
0,idhu mari trailer tamil cinema varalatrileye idhan first
0,surya is unique..... swag 🤘 🤘 🤘 🤘 🤘 waiting
0,like - ner konda paarvai comment - pink
0,ungalukum salugai venum avlothana idhukku yeanda ivlo sanda podureenga unga ponna avanuku kalyanam panni kudungada unga peran pethiku saluga kedaika pogudhu
0,thalaivaru trailernale mass than ithu innum mass ah irukku semma editing padam vara varaikkum kaththiruppom
0,costumes and dance .....no words to say thalaiva ungaluku inum vayasu aagala.
0,trailer ah paakamaye like pottavanga ethana peru
0,twist mattum padathula pangama iruka poguthu. yaru villanu theriyala
1,அஜித் ஒரு பிராமின் வேசி மகன் பறையன்கூட நடிக்கமாட்டேன்னு சொல்றான்
0,waiting in maranathai venra maari boys..king of karai..
0,pondicherry reddiyaar saarbaga padam vetriyadaya vazhthukal.
0,இயக்குனர் இந்த பொள்ளாச்சி சம்பவம் குறித்து எப்போதும் படம் எடுக்க போறிங்க...
0,i am thalapathy veriyan ana tresar sema pa
0,seems like netflix web series 30 passed 13 dub
0,மனசுல தேக்கி வச்சுருந்த அத்தனையையும் கமெண்ட்ல கொட்றாங்களே
1,00:57தமிழ் மக்கள் ஜெயலலிதாவாக ஏற்றுக்கொள்ளமாட்டார்கள் .
0,tomorw nkp movie first show paka kathirupavaga mattum oru like poduga
0,cut panni cut panni podathingada kaduppaguthu
0,movie eppo release eppo varum nu katthukittu irukan
0,keka beka short film பாத்தவங்க போடுங்க.
0,super vera level dhanush anna mass
0,ommala marana mass ya directoruchumma kzkhli
0,mathiri incident nadaka kudathu athuku intha film padama irukumnu nambhuren
0,மோகன் .g அவர்கள் தமிழ் சினிமாவில் நமது சமுதாயத்தின் அடையாளம் ...... சினிமா துறையில் சிகரத்தின் உச்சிக்கு செல்ல வேண்டும் ..... எச்சரிக்கையாகவும் இருக்க வேண்டும் ....
0,adichu odra adha odra adha odra adha odra adha odra adha odra adha odra adha odra adha odra adha odra adha odra adha odra adha odra adha odra adha 🤣🤣🤣🤣🤣🤣🤣🤣🤣 vera level hit thalaivaaaaaaa
0,i love u rajini sir 🤩🤗
0,dear thala blood's pls make 1m likes
0,மயிலாடுதுறை பெரிய கோயில் மயிலாடுதுறை bus stand ; மேம்பாலம் ; மணிகூண்டு ⏰
0,rajini per sonnatha padame odum pola
0,thala mass pakka vara mathiri iruku 25 ak
0,ena da bgm ithu yuvannnnnnnnnn rocksssssss
0,nadigar dhanush mass... i am waiting
0,தேவேந்திர குல வேளாளர் சார்பாக பாடம் வெற்றி பெற வாழ்த்துக்கள்
0,kaappan trailer 700k likes and 20 million views
1,kangana is not a good option i think
1,intha kali aatm kali..... viswasam trailer 7.ours 1m like....
0,will it get 1 million likes
0,indha padatha kandippa poi theatre lathaan paakanum..sorry tamil rockers ..
0,andhar panita thala un uyir naadi naan
1,unmail lay yay idhu thala trailer thana like aaa kanom
0,bro eppudiyavadhu 30 mins la 100k likes varanum
0,maaveran j. guru iyya kittah pooja pannitu release pannugaaa
0,pakkatha na pora kaali unda aatadha from pongal
1,ayoo ayooo thalaivara ippadi ottitangalleee 96 2006 2016 2026llayum solluvom nan arasilyalukku varathu uruthi
0,போராடுவதே தப்புனா போராடுர சூழ்நிலை உருவாக்குவதே தப்பு தானே ாப்பான்
0,therinja ethiringala vida theriyaadha ethiringa dha alluu athigamaa irukanu!!!! mass dialogue entry illaya thalapathy vijay anna !
0,39k left for 13m views
0,pongal ku kandipa 2u vidhamaana sweet saapda porom
0,superb teaser by kanyakumari jilla vijay fanzzzzzzzzzzzzzzz
0,kola masssu thalaivaaa next movie ku waiting.... sleva ragavan bro ithu enna modern pudhupettai yaa maasu bro
1,eai ethu 96 yara emathuriya
0,veera thevar vamsam da kallar da daai
0,thalapathy alawayz ilayathalapathy... varlam va varlam vaaa bairavaa
0,அரசியல் - ngk ராணுவம் - kaappaan விமானம் - soorarai potru🤩 soorya on vera level track🤩🤩
0,yarellam mrng wake up ayitu teaserah pakka vandhinga ..
1,ennada viswasam mersal sarkar madhri time la likes and views create pannalayae
0,5 day no 1 you tube thala i love you
0,yepudi dislike poduranga thalaivar ah ipadi pathum.....vera yepudi dan ungaluku pudikum......mass marana mass ah vara pogudhu petta.....
0,சிவகங்கை மாவட்ட தேவர் சமுதாயம் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்
1,kolla gaand la iruken movaney kollama vida maten🦂
0,i am karthi rasigan so waiting for kaithi
1,i hate v... s... iron man kill it v... s
1,yemmadi last 20 secs bangam da yeppa🤣🤣🤣🤣🤣🤣🤣🤣
0,super ha irruku feb14 kanddipa miss panna maaten
0,தமிழ்வழி நாயக்கர் சமூகம் சார்பாக வாழ்த்துக்கள்.எங்கள் சகோதரியை நாடக காதலால் இழந்தோம்..! படத்துக்கு என் முழு ஆதரவு..!!
0,tomorrow bigil trailer ku wait panravanga hit like
0,koopdinga suriya annan mass+class intha mathiri role evanakkume seyyamudiyath
1,edhukkuda dislike panringa evloo super ah irukku trailer ungalukkenna paithiyamada pidichirukku 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔 very nice movie 🤗🤗🤗🤗
0,3 years of 24 the movie... ( may 6 )... athreyaaaaadaaaa .
1,bigil trailer dei yapa dream warrior bayam varanum..
0,pakka mass intro ajith kumar sir
0,பத்து சமூகம் சேர்ந்து ஒரு குறிப்பிட்ட சமுகத்தை எதிர்ப்பது அந்த சமூகத்தின் வலிமையை காட்டுகிறது
1,நாம இன்னமும் சுதந்திரம் வாங்கிடவில்லை. பிரிட்டிஷ் மற்றும் காங்கிரஸ் திட்டமிட்டே பாமர மக்களின் உரிமையை பேசிய கம்யூனிஸ்ட் கட்சியை ஒடுக்கியது. பிரிட்டிஷ் முதலாளியிடமிருந்து காங்கிரஸ் முதலாளிகளிடம் உரிமைகள் மாறிய கதையை தான் சுதந்திரம் என்கிறோம். இந்த சினிமா அதை பேசாது. ஏனெனில் இந்த சினிமா துறையே முதலாளிதுவ விரும்பிகளுடையது
1,this teaser looks like insulting jayalalitha madam.
