label,comment
0,டிரெய்லர் ரிபீட் மோட்ல பாக்குறேன். அவின்கனால பாதிக்கப்பட்ட குடும்பத்தில் ஒருவன்...
1,டிஸ்லைக் அடிச்சா மான்யன்மார்க்கு நடுவிரல் நமஸ்காரம்
0,வாட் ஆஹ் டிரெய்லர் செம்ம மாஸ் ஆஹ் இருக்கு
1,விசுவாசம் எங்க போக போகுதுன்னு தெரியலயா. பேட்டை பராக்
1,டேய் நீங்க லா லூசு மாதிரி சாதி மொழி சண்ட போட்டு இருக்குரப்போ நம்ம எல்லாரும் இந்தியன்ஸ்னு ஒரு ஜவான் பார்டர்ல நின்னுட்டு இருக்காங்க டா செத்துதுருகா டா டேய் இன்னும் ஆ டா நீங்க திருந்தல க்ரோவ் அப் டா வி ஆல் ஆர் இந்தியன்ஸ்
0,ட்ரெய்லர் எங்கலுக்கு பிடிச்சிருந்தா மட்டும் லைக் போடுகா
0,ஐ ஆம் ஹியர் ஆஃப்டர் குயின்ஸ் டிரெய்லர்.
0,தலை உன்ன பாத்திட்டு இருக்கேன். சீக்கிரம் வா தலை
0,ஒரு குடும்பத்தின் கதறலை படமா மாற்றி உள்ளிர்கள் வாழ்த்துக்கள் வன்னிய நன்பா
0,எ தமிழ் மூவி கோயிங் தி மலையாளம் வே?
0,சூப்பர் படத்தை ஆவலோடு எதிர்பார்கிறோம். குடும்பத்தோடு அனைவரும் பார்ப்போம்....
1,நமக்கு தேவ தவாயணாத நம்ம தான் அடிச்சு வாங்கணும் .... நம்ம இடத்துக்கு நம்ம தான் சண்டை செய்யணும்....
0,751கே லைக்ஸ் ரீச் ஆகிருக்கு பங்காளிகளா அடிச்சி தூக்கலாமாஆ
0,யாரெல்லாம் சர்கார் டீசர் பார்த்துட்டு வந்து இத்த பாத்திங்களோ லைக் போடுங்க
0,தலை ஓட உண்மையான ஃபேன் ஆஹா இருத்தா இல்கே போடுங்க
0,விசுவாசம் டிரெய்லர் நீட்ஸ் 20கே லைக்ஸ் டூ ரீச் 1.4எம் லைக்ஸ்
1,செம்ம செம்ம செம்ம நோ வேர்ட்ஸ் டி செய்
1,இந்த மாதிரி ஆல் இருகத்திக்கும் நடு சத்திவன்மையால் ஆலியும்
0,சிம்பு மற்றும் ஜோதிகா வில் ஸ்கோர் மச்...
1,இருக்கு தியேட்டர்ல காது ஜவ்வு பிச்சிகிற அளவுக்கு டிடிஎஸ் இருக்கு
0,தாம்பரம் தமிழ் அய்யங்கார் சார்பாக இந்த படம் வெற்றி பெற வாழ்த்துக்கள்
1,ஓம்மால ஒரு புண்டையும் புரியல என்ன சன்னி இது
0,அய்யோ இப்பவே படம் பார்க்கனும் போல இருக்கே 🤩🤩 காத்திருப்போம்...செம்ம ஹிட் ஆகப்போகுது
0,கம் ஆன் சூர்யா ஃபேன்ஸ் 10 மில்லியன் வியூஸ்
0,தலை மாஸ் டயலாக் யூ ஆர் கிரேட்
0,தலை போல வருமா.... செம்ம தலை
0,ஒரு வேளை பவர் பாண்டி 2 வா இருக்குமோ ட்ரெய்லர் மாஸ் பண்ணிட்டாங்க... பேட்டை வெர்சஸ் விஸ்வாசம்
0,வெச்சான் பாரு ஆப்பு ட்ரைலர் கிளைமாக்ஸ்ல சத்தியமா நான் விழுந்து விழுந்து சிரிச்சேன்
0,தமிழகத்தையே புரட்டிப்போடும் ஒரு திரைப்படமாக அமையும் வெற்றிபெற வாழ்த்துக்கள் வாழ்த்துக்கள் அண்ணா
0,இந்த படம் வெற்றியடிந்தால் அது நமது சமுதாயத்திற்கு கிடைத்த வெற்றி நம் வீட்டு பெண்களுக்கு கிடைத்த வெற்றி ஆகும்
1,சகபோரா உனக்கு சதி எதற்கு ஐயா பசும்பொன்
0,அனைத்து பெண்களும் பார்க்க வேண்டிய விழிப்புணர்வு படம்...
0,ஃபைட் சீன் மரண மாஸ் தல கில்லி கில்லி கில்லிகி
0,எப்போ ரிலீஸ் பண்ணுவிங்க. எப்படியாச்சும் ரிலீஸ் பண்ணிருங்க....
0,பரியேறும் பெருமாள் சமூக நீதிப் படமென்றால் ... திரௌபதி யும் சமூகநீதி படம்தான்
1,எங்கள மிஞ்ச எவனுமில்ல அம்பலையா இருந்தா நேரல வா பை துரைசிங்கம்
0,உங்களுக்கு வயசே ஆகல சிட்டி லவ் யூ மா
0,இப்போ காப்பான் டீசர் மார்ச்சிங் டூவர்ட்ஸ் 5எம் வியூஸ் & 400கே லைக்ஸ்
0,ரொம்ப நாளாக்கு அப்ரோ நான் எதிர்பார்த்த மாதிரி படம்
1,அடங்கவில்லை என்றால் அடக்கம் செய்வோம் மோகன் ஜி உங்களுக்காக நாங்கள் !!!!!
0,கடலூர் மாவட்டம் சமட்டிக்குப்பம் வீர வன்னியர்கள் சார்பாக இப்படம் வெற்றி பெற வாழ்த்துக்கள்
0,ஆமா மிஸ்டர். பாண்டே இங்க என்ன பண்றாரு??
1,கோமாளி கததான் ஆக போகுது படம் ஒத்திக்கும்
0,படம் வெற்றி பெற வாழ்த்துக்கள். புரட்சி வெல்லட்டும்.
1,விஜய் சேதுபதி மட்டும் வில்லன்னா இருந்தா வெச்சிகோ படம் பிளாப் தான்
0,வர்லா வர்லா வா வா பைரவா
0,ஓஹ் ஆஹ் தெலுங்கு ரீமேக் ஆஃப் ரவி தேஜாஸ் பெங்கால் டைகர் .....
0,ஆதி படத்துல சிரிக்க போறாரு படத்த பாத்துட்டு நாங்க எல்லாம் விழுந்து விழுந்து சிரிக்கப் போறோம் வாழ்த்துக்கள் ஆதி
0,தலைவா பக்க மாஸ் ஒன்லி ஒன் சூப்பர் ஸ்டார்
0,நோ மீன்ஸ் நோ என்ற டயலாக் தலையை தவிர யாரு சொன்னா நல்லா இருக்குன்னு தரையல
0,நான் அரசியலுக்கு வருவது உறுதி ...... செம்மா... 0,லா லா லா சர்விவா தலை வாக் இஸ் ஜஸ்ட் இனஃப்
1,லாஸ்ட் பிஜிஎம் உன் அழகில் என் இதயம் தான் நிலையல் கத்தி சாங் ஆஹ் காப்பி அடிச்சிட்டான்
0,டிசம்பர்ல யாரால இந்த வீடியோ பக்கேகா அவக மட்டும் லைக் போடுங்க
0,பிங்க் படம் பாத்துட்டான் எச்டி பிரிண்ட் இருக்கு யாருக்கு வேணும்
0,அனைத்து சமுதாயமும் வரவேற்க்கின்றன. நாடக காதல் கும்பளை தவிர . எங்க அண்ணா வேற லெவல் . வாழ்த்துகள் மேகன் சத்ரியன் அவர்களே
0,வெரி பேட் நா எதிர்ப்பார்த்த அளவுக்கு இல்ல
0,பரியேறும் பெருமாள் படம் வரும் போது மட்டும் சொன்னீங்க. இதுவும் சமூக படம் தான். திஸ் 100 பர்சன்டேஜ் ட்ரூ ஐ சப்போர்ட்
0,அனைத்து முதலியார்கள் சார்பாக இந்த படம் வெற்றியடைய வாழ்த்துக்கள்.
0,1எம் வியூஸ் & 101கே லைக்ஸ்
0,வேற லெவல் லாஸ்ட் சீன் போவளி
0,தாறுமாறு தலை ஐ லவ் யூ
1,படம் வேற லெவல் திருமா கு ஊஊஊஊ ரஞ்சித் நாயே கு ஊஊஊ திருநெல்வேலி மாவட்டம் சேனைத்தலைவர் சார்பாக படம் டேஸ் ஓட வாழ்த்துக்கள் மோகன் ஜி வேற லெவல்
0,படம் வெற்றி பெற வாழ்த்துக்கள் வாழ்த்துக்களுடன் பொட்டல் எஸ்.துரை யாதவ் போர்ப்படை நெல்லை ஜில்லா
0,குடியுரிமைக்காக 40 வருட ஆதாரத்தை காட்டிய இஸ்லாமியர்
0,எஸ் ஆர்கே ஃபேன் ப்லிஸ் டிஸ்லைக் தா வீடியோ
0,1எம் லைக்ஸ் வரும்னு சொல்றவங்க லைக் ஹியர்
0,இந்த வெர்சஸ் சண்டை காட்சி டிசைன்ல எதிர்பார்க்கலையே - ரிப்பீட் வர்த்தி
0,ஐ ஆம் டை ஹார்ட் ஃபேன் பிரம் ஸ்ரீலங்கா
1,என்னக டா கெக்கா பெக்கா ஷார்ட் ஃபிலிம் ஆஹ் பெருசா எடுத்து வச்சிருகீங்க
0,ஃபைனல் ரஜினி செம்ம 🤣🤣இது 96 யார ஏமாத்துரீங்க
0,வெரி குட் ஃபிலிம் ஆஃப்டர் லாங் டைம்
0,சூப்பர் சியான் சார் யுவர் வேற லேவல்
0,தெரிஞ்ச எதிரிய விட தெறியாத எதிரிக்கு தான் அல்லு அதிகமா இருக்குன்னுனுனு தலைவா மாஸ்ஸ்ஸ்ஸ் பைரவா
0,திரில் நா மிஷ்கின் உண்மையா மையமா வச்சி எடுக்கப்பட்ட கதைகளை பதிவு செய்வார்...சலூட்
0,தெறிக்க ஃபேன்ஸ் ஹிட் லைக் அர்ஜுன் சார்
0,இந்த படத்திற்கு வன்னியர் மக்கள் வரவேற்கிறோம் இந்த படம் மாபெரும் வெற்றி அடைய வாழ்த்துக்கள் மோகன் அண்ணா
0,விலபா குல நாயுடு சார்பாக இந்த மூவி வெற்றி பெற வாழ்த்துக்கள்..
0,தைரியமா தீவாளி கு வா தலைவா நாங்க இருக்கோம் இருப்போம் 🤗
0,ரியல் டைம் வியூஸ் 4.7எம் வியூஸ் என் 400கே லைக்ஸ்
1,அக்ஷய் குமார் - அண்ணே நீங்க பேர்டா நீ
0,நீ ஓடி வந்த போதே உன் அப்பன் அங்க உசுர விட்டிருப்பான்... சாதாரண வசனம் இல்லை... அப்பனின் வலி.....
0,உங்க பொண்ணுங்க எங்க மேல ஆசை படமா இருந்தா சரி
1,என்ன டா இது விசுவாசம் பிஜிஎம் ஆஹ் போட்ருக்கிங்க!!!!
1,அடேய் டாக்கிங் டாம் பியானோ மியூசிக் காப்பி டேட்டா
0,செம்ம அண்ணா லவ் யூ கார்த்தி அண்ணா
0,அகலாதே சாங் பாத்துட்டு உடனே இங்க தான் வரேன் ...யார்லாம் என்ன மாதிரி வந்தீங்கா
0,ட்ரெய்லர் பயங்கரமா இருக்கு மூவி கு வெயிட்டிங்
0,தமிழ் நாட்டுல எவ்ளோ ஜாதி வெறி இருக்குன்னு இந்த கமெண்ட்ஸ் பார்த்தா தெரியும்.....தூ.....
0,அசுரன் படம் வண்டா அப்போ..தாழ்த்தப்பட்ட ஒடுக்கப்பட்ட மக்கள் கானா படம் லா வண்டா அப்போ எங்க டா இருந்திங்க ... பெண்கள் கு படுகாப்பு இல்ல இங்க ஜாதி கு தான் பாத்துக்கப்பு தேவ படுத்து... எனிவேஸ் விஷஸ் ஃப்ரம் நார்மல் காம்மன்ஸ் ஹியூமன் வித்தவுட் எனி ஷிட்டி பிரைட் ஃப்ரம் தமிழ்நாடு
1,நேர்கொண்ட பார்வை நு சொல்லிட்டு எல்லாம் அவன் செயல் படத்த எடுத்து வச்சிருக்காங்க யா
0,டாப்பர் தான் அலனும் அரியர் காய்ஸ் நாங்க எதுக்கு அலனும் 🤗
0,பாஆஆஆ கூஸ்பம்ப்ஸ்... சச் எ ஹெவி வாய்ஸ்..
0,இட் இஸ் லுக்ஸ் லைக் ராமையா வஸ்தவய்யா தெலுங்கு மூவி 🤔🤔🤔🤔🤔🤔🤔🤔🤔
0,விருப்பம் இல்லை பண்ற நாயே உன் வீட்டு பொண்ணுக்கு வர நிலைமைதான் மூவி யா எடுத்துருக்கான்க யா சோ சப்போர்ட் பண்ணுங்க
0,தலை டா ஐ லவ் யூ தலை
0,ஆசம் விக்ரம் அண்ணா சான்ஸே இல்ல பக்காஹ்
0,செம்ம ப்ரோ ஆனா எனக்கு சீரிப்பா வரல
0,ஜெயம் ரவி மற்றும் கஜல் செம்ம பேர்
1,இதுல ஒரு ட்ரெய்லர் ஆஹ் டா.. கருமூஓஓ கலியுகம்.. ஒரு காண்டெண்ட்டே இல்ல.. எப்படி இருக்கும் 10 படம் ஒரே டைரக்டரா வச்சு பண்ணா அப்படித்தான .. புதுசா யோசிங்கடா.. அவன் மூஞ்சி மாறி இருக்கு ட்ரெய்லர்
